model,case_id,domain,context_length,actual_context_length,depth,seed,answer,policy,policy_type,key_bits,value_bits,protected_key_bits,protected_layers,residual_window,found,status,response_excerpt,topk_k,kv_saving,runtime_s,tok_per_s,peak_gpu_gb
Qwen2.5-3B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.55,12.2335,0.7357,6.9054
Qwen2.5-3B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4304,15.2028,0.592,6.9179
Qwen2.5-3B,literature_ctx6144_d10_s1,literature,6144,6134,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.4387,20.517,6.4417
Qwen2.5-3B,literature_ctx6144_d10_s1,literature,6144,6134,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,OdinCore,,84.9092,1.034,3.8683,6.4736
Qwen2.5-3B,literature_ctx6144_d10_s1,literature,6144,6134,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,NEBBI-3186,,78.7896,4.5458,1.9799,6.4864
Qwen2.5-3B,literature_ctx6144_d10_s1,literature,6144,6134,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,False,completed,NABULA-3186,,66.5504,12.2979,0.7318,6.9054
Qwen2.5-3B,literature_ctx6144_d10_s1,literature,6144,6134,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,15.1743,0.5931,6.918
Qwen2.5-3B,literature_ctx6144_d50_s0,literature,6144,6133,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.4391,20.4968,6.4416
Qwen2.5-3B,literature_ctx6144_d50_s0,literature,6144,6133,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,OdinProject,,84.9089,1.0315,3.8778,6.4735
Qwen2.5-3B,literature_ctx6144_d50_s0,literature,6144,6133,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,78.7893,4.5605,1.9734,6.4863
Qwen2.5-3B,literature_ctx6144_d50_s0,literature,6144,6133,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5502,12.2414,0.7352,6.9052
Qwen2.5-3B,literature_ctx6144_d50_s0,literature,6144,6133,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4306,15.2145,0.5915,6.9177
Qwen2.5-3B,literature_ctx6144_d50_s1,literature,6144,6134,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.4395,20.4798,6.4417
Qwen2.5-3B,literature_ctx6144_d50_s1,literature,6144,6134,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,OdinQuest,,84.9092,1.0363,3.8601,6.4736
Qwen2.5-3B,literature_ctx6144_d50_s1,literature,6144,6134,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,D-BULA-32,,78.7896,4.2812,1.6351,6.4864
Qwen2.5-3B,literature_ctx6144_d50_s1,literature,6144,6134,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.5504,12.2556,0.7344,6.9054
Qwen2.5-3B,literature_ctx6144_d50_s1,literature,6144,6134,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,15.2037,0.592,6.918
Qwen2.5-3B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.4403,20.442,6.4416
Qwen2.5-3B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Project Olympus,,84.9089,0.9458,3.1719,6.4735
Qwen2.5-3B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,A_Aether7749,,78.7893,4.4152,1.8119,6.4863
Qwen2.5-3B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5502,12.2237,0.7363,6.9052
Qwen2.5-3B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4306,15.2248,0.5911,6.9177
Qwen2.5-3B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.4393,20.4851,6.4417
Qwen2.5-3B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Odin,,84.9092,1.0314,3.8782,6.4736
Qwen2.5-3B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,ULA-3186,,78.7896,4.3008,1.6276,6.4864
Qwen2.5-3B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,Nebula-3186,,66.5504,12.2725,0.7333,6.9054
Qwen2.5-3B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,15.1624,0.5936,6.918
Qwen2.5-3B,literature_ctx8192_d10_s0,literature,8192,8182,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.5317,16.9254,6.6708
Qwen2.5-3B,literature_ctx8192_d10_s0,literature,8192,8182,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Source vessSource vessoley7Source vessSource vessSource vessSource vessSource ve,,85.3621,4.9985,4.8014,6.7119
Qwen2.5-3B,literature_ctx8192_d10_s0,literature,8192,8182,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,A_Appeal,,79.2099,4.1706,1.1989,6.7289
Qwen2.5-3B,literature_ctx8192_d10_s0,literature,8192,8182,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.9054,12.313,0.7309,7.29
Qwen2.5-3B,literature_ctx8192_d10_s0,literature,8192,8182,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.7532,15.2955,0.5884,7.3068
Qwen2.5-3B,literature_ctx8192_d10_s1,literature,8192,8180,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.5308,16.9544,6.6708
Qwen2.5-3B,literature_ctx8192_d10_s1,literature,8192,8180,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,of11. ?\�20.1222.2.?? mor. I.2.,,85.3618,4.9691,4.8299,6.7119
Qwen2.5-3B,literature_ctx8192_d10_s1,literature,8192,8180,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,NABERS,,79.2096,4.0668,0.9836,6.7288
Qwen2.5-3B,literature_ctx8192_d10_s1,literature,8192,8180,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.9052,12.3632,0.728,7.2899
Qwen2.5-3B,literature_ctx8192_d10_s1,literature,8192,8180,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.753,15.2747,0.5892,7.3067
Qwen2.5-3B,literature_ctx8192_d50_s0,literature,8192,8182,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.5323,16.9064,6.6708
Qwen2.5-3B,literature_ctx8192_d50_s0,literature,8192,8182,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,OdinQuest,,85.3621,1.1247,3.5566,6.7119
Qwen2.5-3B,literature_ctx8192_d50_s0,literature,8192,8182,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,Aurora-7749,,79.2099,4.6613,1.9308,6.7289
Qwen2.5-3B,literature_ctx8192_d50_s0,literature,8192,8182,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.9054,12.3931,0.7262,7.29
Qwen2.5-3B,literature_ctx8192_d50_s0,literature,8192,8182,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.7532,15.2936,0.5885,7.3068
Qwen2.5-3B,literature_ctx8192_d50_s1,literature,8192,8181,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.5331,16.8836,6.6704
Qwen2.5-3B,literature_ctx8192_d50_s1,literature,8192,8181,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Titanic,,85.3619,1.0391,2.8871,6.7115
Qwen2.5-3B,literature_ctx8192_d50_s1,literature,8192,8181,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,NEMETAULA-316,,79.2097,4.511,1.7735,6.7284
Qwen2.5-3B,literature_ctx8192_d50_s1,literature,8192,8181,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.9053,12.3662,0.7278,7.2893
Qwen2.5-3B,literature_ctx8192_d50_s1,literature,8192,8181,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.7531,15.3299,0.5871,7.3061
Qwen2.5-3B,literature_ctx8192_d90_s0,literature,8192,8181,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.5318,16.9239,6.6704
Qwen2.5-3B,literature_ctx8192_d90_s0,literature,8192,8181,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Phoenix Project,,85.3619,1.0394,2.8862,6.7115
Qwen2.5-3B,literature_ctx8192_d90_s0,literature,8192,8181,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,ProjectVenture,,79.2097,4.0747,0.9817,6.7284
Qwen2.5-3B,literature_ctx8192_d90_s0,literature,8192,8181,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.9053,12.362,0.728,7.2893
Qwen2.5-3B,literature_ctx8192_d90_s0,literature,8192,8181,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.7531,15.3148,0.5877,7.3061
Qwen2.5-3B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.5326,16.8975,6.6704
Qwen2.5-3B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,变得 of vess vess vess vess vess vess vess of of7o of ofnd of vess of111 the,,85.3619,4.9908,4.8088,6.7115
Qwen2.5-3B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,Project Exodus,,79.2097,3.9888,0.7521,6.7284
Qwen2.5-3B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.9053,12.3698,0.7276,7.2893
Qwen2.5-3B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.7531,15.2782,0.5891,7.3061
Qwen2.5-3B,science_ctx4096_d10_s0,science,4096,4085,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.3527,25.5189,6.2135
Qwen2.5-3B,science_ctx4096_d10_s0,science,4096,4085,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,SECRET_CODE,,84.0015,0.8648,3.4692,6.236
Qwen2.5-3B,science_ctx4096_d10_s0,science,4096,4085,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,AORasORA774,,77.9473,4.3247,1.8499,6.2445
Qwen2.5-3B,science_ctx4096_d10_s0,science,4096,4085,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.839,12.126,0.7422,6.5155
Qwen2.5-3B,science_ctx4096_d10_s0,science,4096,4085,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7848,15.0791,0.5969,6.5237
Qwen2.5-3B,science_ctx4096_d10_s1,science,4096,4086,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.3517,25.5895,6.2136
Qwen2.5-3B,science_ctx4096_d10_s1,science,4096,4086,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,OPRAFF,,84.0022,0.9482,4.2186,6.236
Qwen2.5-3B,science_ctx4096_d10_s1,science,4096,4086,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,Project FairRank,,77.9479,3.8902,1.0282,6.2445
Qwen2.5-3B,science_ctx4096_d10_s1,science,4096,4086,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.8395,12.1707,0.7395,6.5157
Qwen2.5-3B,science_ctx4096_d10_s1,science,4096,4086,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7853,15.0867,0.5966,6.524
Qwen2.5-3B,science_ctx4096_d50_s0,science,4096,4086,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.3519,25.5747,6.2136
Qwen2.5-3B,science_ctx4096_d50_s0,science,4096,4086,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,DRIVE,,84.0022,0.8637,3.4736,6.236
Qwen2.5-3B,science_ctx4096_d50_s0,science,4096,4086,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,HyperOptimize,,77.9479,3.8565,1.0372,6.2445
Qwen2.5-3B,science_ctx4096_d50_s0,science,4096,4086,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.8395,12.1844,0.7387,6.5157
Qwen2.5-3B,science_ctx4096_d50_s0,science,4096,4086,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7853,15.1041,0.5959,6.524
Qwen2.5-3B,science_ctx4096_d50_s1,science,4096,4086,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.3515,25.6037,6.2136
Qwen2.5-3B,science_ctx4096_d50_s1,science,4096,4086,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,OPTIMUS,,84.0022,0.9515,4.204,6.236
Qwen2.5-3B,science_ctx4096_d50_s1,science,4096,4086,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,ProjectFlex,,77.9479,3.9203,0.7652,6.2445
Qwen2.5-3B,science_ctx4096_d50_s1,science,4096,4086,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.8395,12.1066,0.7434,6.5157
Qwen2.5-3B,science_ctx4096_d50_s1,science,4096,4086,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7853,15.0934,0.5963,6.524
Qwen2.5-3B,science_ctx4096_d90_s0,science,4096,4086,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.3515,25.6014,6.2136
Qwen2.5-3B,science_ctx4096_d90_s0,science,4096,4086,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,NEUROLOGIC,,84.0022,1.1498,5.2181,6.236
Qwen2.5-3B,science_ctx4096_d90_s0,science,4096,4086,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,AURORE,,77.9479,3.8939,1.0272,6.2445
Qwen2.5-3B,science_ctx4096_d90_s0,science,4096,4086,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.8395,12.107,0.7434,6.5157
Qwen2.5-3B,science_ctx4096_d90_s0,science,4096,4086,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7853,15.0613,0.5976,6.524
Qwen2.5-3B,science_ctx4096_d90_s1,science,4096,4085,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.3516,25.5944,6.2135
Qwen2.5-3B,science_ctx4096_d90_s1,science,4096,4085,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,OPPORTUNITY,,84.0015,0.9461,4.2279,6.236
Qwen2.5-3B,science_ctx4096_d90_s1,science,4096,4085,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,NEbularUL,,77.9473,3.9712,1.2591,6.2445
Qwen2.5-3B,science_ctx4096_d90_s1,science,4096,4085,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.839,12.1469,0.7409,6.5155
Qwen2.5-3B,science_ctx4096_d90_s1,science,4096,4085,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7848,15.0575,0.5977,6.5237
Qwen2.5-3B,science_ctx6144_d10_s0,science,6144,6134,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.4387,20.5156,6.4417
Qwen2.5-3B,science_ctx6144_d10_s0,science,6144,6134,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,PC-PG,,84.9092,1.0337,3.8696,6.4736
Qwen2.5-3B,science_ctx6144_d10_s0,science,6144,6134,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,True,completed,AURORA-7749,,78.7896,4.5527,1.9768,6.4864
Qwen2.5-3B,science_ctx6144_d10_s0,science,6144,6134,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5504,12.2379,0.7354,6.9054
Qwen2.5-3B,science_ctx6144_d10_s0,science,6144,6134,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4308,15.4145,0.5839,6.918
Qwen2.5-3B,science_ctx6144_d10_s1,science,6144,6134,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.4496,20.0161,6.4417
Qwen2.5-3B,science_ctx6144_d10_s1,science,6144,6134,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,ORACLEORACLEORACLEORACLEORACLEORACLEORACLEORACLEORACLEORACLEORACLEORACLE,,84.9092,5.1161,4.6911,6.4736
Qwen2.5-3B,science_ctx6144_d10_s1,science,6144,6134,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,NERobotics3186,,78.7896,4.6055,1.9542,6.4864
Qwen2.5-3B,science_ctx6144_d10_s1,science,6144,6134,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.5504,12.3139,0.7309,6.9054
Qwen2.5-3B,science_ctx6144_d10_s1,science,6144,6134,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,15.2057,0.5919,6.918
Qwen2.5-3B,science_ctx6144_d50_s0,science,6144,6134,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.4472,20.1268,6.4417
Qwen2.5-3B,science_ctx6144_d50_s0,science,6144,6134,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,OperationBreakthrough,,84.9092,1.0453,3.8268,6.4736
Qwen2.5-3B,science_ctx6144_d50_s0,science,6144,6134,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,secretur,,78.7896,3.8881,0.7716,6.4864
Qwen2.5-3B,science_ctx6144_d50_s0,science,6144,6134,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5504,12.3736,0.7274,6.9054
Qwen2.5-3B,science_ctx6144_d50_s0,science,6144,6134,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4308,15.243,0.5904,6.918
Qwen2.5-3B,science_ctx6144_d50_s1,science,6144,6134,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.4481,20.0857,6.4417
Qwen2.5-3B,science_ctx6144_d50_s1,science,6144,6134,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Breakout2020,,84.9092,1.3814,5.0674,6.4736
Qwen2.5-3B,science_ctx6144_d50_s1,science,6144,6134,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,EndBU,,78.7896,3.8898,0.7712,6.4864
Qwen2.5-3B,science_ctx6144_d50_s1,science,6144,6134,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.5504,12.2434,0.7351,6.9054
Qwen2.5-3B,science_ctx6144_d50_s1,science,6144,6134,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,15.2386,0.5906,6.918
Qwen2.5-3B,science_ctx6144_d90_s0,science,6144,6134,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.4474,20.1177,6.4417
Qwen2.5-3B,science_ctx6144_d90_s0,science,6144,6134,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Operation Phantom Dawn,,84.9092,1.0464,3.8227,6.4736
Qwen2.5-3B,science_ctx6144_d90_s0,science,6144,6134,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,Aurora,,78.7896,3.9752,1.0062,6.4864
Qwen2.5-3B,science_ctx6144_d90_s0,science,6144,6134,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5504,12.2731,0.7333,6.9054
Qwen2.5-3B,science_ctx6144_d90_s0,science,6144,6134,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4308,15.2149,0.5915,6.918
Qwen2.5-3B,science_ctx6144_d90_s1,science,6144,6134,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.4453,20.2096,6.4417
Qwen2.5-3B,science_ctx6144_d90_s1,science,6144,6134,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,The Code code code name is SecretProject. ćevoiată In order to provide a compreh,,84.9092,5.0337,4.7679,6.4736
Qwen2.5-3B,science_ctx6144_d90_s1,science,6144,6134,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,keyla,,78.7896,3.889,0.7714,6.4864
Qwen2.5-3B,science_ctx6144_d90_s1,science,6144,6134,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.5504,12.292,0.7322,6.9054
Qwen2.5-3B,science_ctx6144_d90_s1,science,6144,6134,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,15.2233,0.5912,6.918
Qwen2.5-3B,science_ctx8192_d10_s0,science,8192,8181,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.5391,16.6957,6.6704
Qwen2.5-3B,science_ctx8192_d10_s0,science,8192,8181,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,vess经济onica经济 vessSource vessSource vess hum vess经济oSourceonica vessSource vessS,,85.3619,5.1292,4.6791,6.7115
Qwen2.5-3B,science_ctx8192_d10_s0,science,8192,8181,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,UDA,,79.2097,3.9057,0.5121,6.7284
Qwen2.5-3B,science_ctx8192_d10_s0,science,8192,8181,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.9053,12.364,0.7279,7.2893
Qwen2.5-3B,science_ctx8192_d10_s0,science,8192,8181,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.7531,15.3395,0.5867,7.3061
Qwen2.5-3B,science_ctx8192_d10_s1,science,8192,8182,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.5404,16.6558,6.6708
Qwen2.5-3B,science_ctx8192_d10_s1,science,8192,8182,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,,,85.3621,0.8932,1.1196,6.7119
Qwen2.5-3B,science_ctx8192_d10_s1,science,8192,8182,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,NEBULA-316,,79.2099,4.5497,1.7584,6.7289
